station_id,node_id,name,max_power_kw,num_connectors,price_per_kwh,total_sessions,total_energy_kwh,total_wait_min,total_charge_min,peak_queue,utilization_rate
EC_AP-2_000,AP-2_EC000,AP-2 existing cluster 0,15.0,3,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-2_001,AP-2_EC001,AP-2 existing cluster 1,22.0,2,0.4,64,1771.3192344308316,51106.80591405394,4885.214226280939,45,0.8481274698404409
EC_AP-2_002,AP-2_EC002,AP-2 existing cluster 2,60.0,2,0.4,1,43.783035619627306,0.0,45.67013239382085,0,0.007928842429482786
EC_AP-2_003,AP-2_EC003,AP-2 existing cluster 3,60.0,2,0.4,1,41.373504220709066,0.0,44.036517919339204,0,0.007645228805440834
EC_AP-2_004,AP-2_EC004,AP-2 existing cluster 4,22.0,2,0.4,3,122.66141485352554,0.0,356.0773331621681,0,0.061818981451765294
EC_AP-2_005,AP-2_EC005,AP-2 existing cluster 5,22.0,2,0.4,47,1673.4618362664125,38851.00281452678,4621.29400133232,45,0.8023079863424166
EC_AP-2_006,AP-2_EC006,AP-2 existing cluster 6,22.0,2,0.4,1,61.37322101475067,0.0,174.78184408432455,0,0.030344070153528566
EC_AP-2_007,AP-2_EC007,AP-2 existing cluster 7,22.0,2,0.4,38,1708.6548689793335,37212.39016040108,4913.351982732886,137,0.8530124970022372
EC_AP-2_008,AP-2_EC008,AP-2 existing cluster 8,50.0,3,0.4,151,6013.550789157881,128114.58572606508,7438.168410618573,117,0.8608991215993719
EC_AP-2_009,AP-2_EC009,AP-2 existing cluster 9,50.0,3,0.4,167,5127.494441376891,92849.46170418101,6185.376832437945,87,0.7159000963469844
STA_0003,STA_0003,Proposed AP-2 (STA_0003),150.0,4,0.4,492,21064.304333780034,357932.8970568377,9525.481180594074,616,0.8268646858154578
EC_A-2_000,A-2_EC000,A-2 existing cluster 0,350.0,37,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_001,A-2_EC001,A-2 existing cluster 1,150.0,46,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_002,A-2_EC002,A-2 existing cluster 2,50.0,27,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_003,A-2_EC003,A-2 existing cluster 3,150.0,34,0.4,1,50.3579278098526,0.0,21.228553183741703,0,0.0002167948650300419
EC_A-2_004,A-2_EC004,A-2 existing cluster 4,50.0,67,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_005,A-2_EC005,A-2 existing cluster 5,150.0,22,0.4,1,52.398683588986955,0.0,24.526443352211263,0,0.00038709664381646566
EC_A-2_006,A-2_EC006,A-2 existing cluster 6,150.0,24,0.4,1,43.10835889503498,0.0,19.271324319070292,0,0.00027880966896803085
EC_A-2_007,A-2_EC007,A-2 existing cluster 7,50.0,22,0.4,1,43.028642021056896,0.0,53.86404784462311,0,0.0008501270177497334
EC_A-2_008,A-2_EC008,A-2 existing cluster 8,150.0,35,0.4,2,95.04498086063862,0.0,44.43351099469675,0,0.0004408086408204043
EC_A-2_009,A-2_EC009,A-2 existing cluster 9,150.0,64,0.4,1,57.12996508917942,0.0,24.32552028224711,0,0.0001319743938923997
EC_A-2_010,A-2_EC010,A-2 existing cluster 10,172.0,37,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_011,A-2_EC011,A-2 existing cluster 11,150.0,17,0.4,37,1587.708153797136,0.0,736.799002782442,0,0.01504899923983746
EC_A-2_012,A-2_EC012,A-2 existing cluster 12,150.0,17,0.4,12,563.9199547704039,0.0,258.79265098411014,0,0.00528579760996957
EC_A-2_013,A-2_EC013,A-2 existing cluster 13,300.0,21,0.4,6,309.702365945588,0.0,104.03414871114607,0,0.0017201413477372035
EC_A-2_014,A-2_EC014,A-2 existing cluster 14,150.0,40,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_015,A-2_EC015,A-2 existing cluster 15,200.0,32,0.4,5,231.32885466990666,0.0,89.17936535571864,0,0.0009676580442243777
EC_A-2_016,A-2_EC016,A-2 existing cluster 16,320.0,49,0.4,4,194.53606030711157,0.0,60.79756564721504,0,0.00043082175203525396
EC_A-2_017,A-2_EC017,A-2 existing cluster 17,120.0,34,0.4,5,231.3046053757727,0.0,124.93753739093805,0,0.0012759143932898084
EC_A-2_018,A-2_EC018,A-2 existing cluster 18,360.0,34,0.4,5,246.23538514932156,0.0,104.89582698553826,0,0.0010712400631693042
EC_A-2_019,A-2_EC019,A-2 existing cluster 19,50.0,31,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_020,A-2_EC020,A-2 existing cluster 20,150.0,45,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_021,A-2_EC021,A-2 existing cluster 21,300.0,36,0.4,391,11467.089775110386,0.0,4861.012028725676,0,0.04688476107953005
EC_A-2_022,A-2_EC022,A-2 existing cluster 22,350.0,71,0.4,748,26461.87437750681,0.0,11128.55596478795,0,0.054423689186169556
EC_A-2_023,A-2_EC023,A-2 existing cluster 23,300.0,34,0.4,218,9618.63989653266,0.0,3279.2046735958133,0,0.03348860982021868
EC_A-2_024,A-2_EC024,A-2 existing cluster 24,300.0,22,0.4,63,2258.1506454844684,0.0,728.0728623478097,0,0.011491048963822754
EC_A-2_025,A-2_EC025,A-2 existing cluster 25,300.0,43,0.4,10,378.41340549196747,0.0,90.81921731807219,0,0.0007333593129689291
EC_A-2_026,A-2_EC026,A-2 existing cluster 26,150.0,37,0.4,882,17190.21771468689,0.0,8455.306413566532,0,0.0793478454726589
EC_A-2_027,A-2_EC027,A-2 existing cluster 27,250.0,37,0.4,1076,21127.049220303415,0.0,8048.483339059671,0,0.07553006136504947
EC_A-2_028,A-2_EC028,A-2 existing cluster 28,350.0,28,0.4,128,5103.906359855369,0.0,2132.0681398377988,0,0.026439337051560003
EC_A-2_029,A-2_EC029,A-2 existing cluster 29,300.0,25,0.4,744,10194.51426870798,0.0,4033.0818281489346,0,0.05601502539095742
EC_A-2_030,A-2_EC030,A-2 existing cluster 30,150.0,40,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_031,A-2_EC031,A-2 existing cluster 31,350.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_032,A-2_EC032,A-2 existing cluster 32,240.0,33,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_033,A-2_EC033,A-2 existing cluster 33,150.0,27,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_034,A-2_EC034,A-2 existing cluster 34,60.0,31,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_035,A-2_EC035,A-2 existing cluster 35,350.0,31,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_036,A-2_EC036,A-2 existing cluster 36,60.0,31,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_037,A-2_EC037,A-2 existing cluster 37,80.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_038,A-2_EC038,A-2 existing cluster 38,50.0,51,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_039,A-2_EC039,A-2 existing cluster 39,320.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-2_040,A-2_EC040,A-2 existing cluster 40,300.0,49,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_000,AP-7_EC000,AP-7 existing cluster 0,150.0,27,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_001,AP-7_EC001,AP-7 existing cluster 1,250.0,43,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_002,AP-7_EC002,AP-7 existing cluster 2,60.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_003,AP-7_EC003,AP-7 existing cluster 3,250.0,28,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_004,AP-7_EC004,AP-7 existing cluster 4,320.0,28,0.4,234,5987.010662153868,0.0,2014.2414722339977,0,0.024978192860044615
EC_AP-7_005,AP-7_EC005,AP-7 existing cluster 5,100.0,35,0.4,4,128.58228445157,0.0,77.149370670942,0,0.0007653707407831548
EC_AP-7_006,AP-7_EC006,AP-7 existing cluster 6,150.0,25,0.4,3,90.11134773384498,0.0,41.83377430507062,0,0.0005810246431259808
EC_AP-7_007,AP-7_EC007,AP-7 existing cluster 7,320.0,23,0.4,2,64.27944800043323,0.0,32.13972400021662,0,0.00048520114734626533
EC_AP-7_008,AP-7_EC008,AP-7 existing cluster 8,100.0,35,0.4,7,221.6865572256498,0.0,133.01193433538987,0,0.0013195628406288678
EC_AP-7_009,AP-7_EC009,AP-7 existing cluster 9,180.0,38,0.4,1,32.14163155465112,0.0,16.07081577732556,0,0.00014684590439807712
EC_AP-7_010,AP-7_EC010,AP-7 existing cluster 10,50.0,28,0.4,2,64.25629531212907,0.0,77.1075543745549,0,0.0009561948707162065
EC_AP-7_011,AP-7_EC011,AP-7 existing cluster 11,250.0,37,0.4,9,288.757504872434,0.0,131.36812645804636,0,0.0012328089945387235
EC_AP-7_012,AP-7_EC012,AP-7 existing cluster 12,150.0,47,0.4,5,158.22287056405608,0.0,70.95381311156265,0,0.000524185971568873
EC_AP-7_013,AP-7_EC013,AP-7 existing cluster 13,50.0,33,0.4,5,157.4414776902168,0.0,188.92977322826016,0,0.0019878974455835455
EC_AP-7_014,AP-7_EC014,AP-7 existing cluster 14,60.0,56,0.4,2,64.18049069745533,0.0,64.18049069745533,0,0.0003979445107729125
EC_AP-7_015,AP-7_EC015,AP-7 existing cluster 15,200.0,40,0.4,10,350.57398611040315,0.0,142.9653771266097,0,0.0012410188986684868
EC_AP-7_016,AP-7_EC016,AP-7 existing cluster 16,200.0,35,0.4,5,196.26507355826465,0.0,75.60915562602548,0,0.0007500908296232687
EC_AP-7_017,AP-7_EC017,AP-7 existing cluster 17,150.0,57,0.4,10,322.09775167877433,0.0,142.128212087352,0,0.0008657907656393275
EC_AP-7_018,AP-7_EC018,AP-7 existing cluster 18,240.0,51,0.4,24,758.1912741445855,0.0,297.71719180319525,0,0.002026941665326765
EC_AP-7_019,AP-7_EC019,AP-7 existing cluster 19,150.0,20,0.4,14,508.1765230303806,0.0,219.20964223793737,0,0.003805722955519746
EC_AP-7_020,AP-7_EC020,AP-7 existing cluster 20,150.0,85,0.4,3,109.69738590029712,0.0,46.88991019574687,0,0.00019154375079961957
EC_AP-7_021,AP-7_EC021,AP-7 existing cluster 21,50.0,26,0.4,102,3292.963083338233,0.0,3951.5557000058784,0,0.05277184428426654
EC_AP-7_022,AP-7_EC022,AP-7 existing cluster 22,55.0,32,0.4,216,6512.530078411287,0.0,7104.578267357766,0,0.07708960793573964
EC_AP-7_023,AP-7_EC023,AP-7 existing cluster 23,150.0,30,0.4,437,13123.694232052652,0.0,5605.181543668339,0,0.06487478638505022
EC_AP-7_024,AP-7_EC024,AP-7 existing cluster 24,150.0,47,0.4,412,9457.577498944527,0.0,4361.382351259079,0,0.03222061429712676
EC_AP-7_025,AP-7_EC025,AP-7 existing cluster 25,250.0,42,0.4,683,11748.760250624237,0.0,4494.623689659966,0,0.03715793394229469
EC_AP-7_026,AP-7_EC026,AP-7 existing cluster 26,150.0,32,0.4,494,9742.47837378227,0.0,4610.970445629605,0,0.050032231397890675
EC_AP-7_027,AP-7_EC027,AP-7 existing cluster 27,250.0,37,0.4,100,3489.8405703224616,0.0,1450.5141528432607,0,0.01361218236527084
EC_AP-7_028,AP-7_EC028,AP-7 existing cluster 28,350.0,23,0.4,443,16639.342786181267,1.0125376201515337,6723.476295383498,1,0.10150175566702141
EC_AP-7_029,AP-7_EC029,AP-7 existing cluster 29,60.0,24,0.4,64,1819.0309095797288,0.0,1856.8891928981122,0,0.026864716332437966
EC_AP-7_030,AP-7_EC030,AP-7 existing cluster 30,50.0,27,0.4,20,927.8204086042705,0.0,1171.7343661874365,0,0.015068600388212918
EC_AP-7_031,AP-7_EC031,AP-7 existing cluster 31,350.0,30,0.4,54,2063.162184629546,0.0,850.100851360008,0,0.009839130224074167
EC_AP-7_032,AP-7_EC032,AP-7 existing cluster 32,100.0,32,0.4,84,2366.0096125831815,0.0,1421.277255922002,0,0.015421845224848112
EC_AP-7_033,AP-7_EC033,AP-7 existing cluster 33,350.0,30,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_034,AP-7_EC034,AP-7 existing cluster 34,250.0,42,0.4,0,0.0,0.0,0.0,0,0.0
EC_AP-7_035,AP-7_EC035,AP-7 existing cluster 35,150.0,26,0.4,116,4278.205689359796,0.0,2009.3660063848233,0,0.026834481922874243
EC_AP-7_036,AP-7_EC036,AP-7 existing cluster 36,60.0,30,0.4,2,94.01895260952573,0.0,98.61950453322095,0,0.0011414294506159831
EC_A-7_000,A-7_EC000,A-7 existing cluster 0,30.0,27,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_001,A-7_EC001,A-7 existing cluster 1,250.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_002,A-7_EC002,A-7 existing cluster 2,175.0,28,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_003,A-7_EC003,A-7 existing cluster 3,250.0,30,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_004,A-7_EC004,A-7 existing cluster 4,320.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_005,A-7_EC005,A-7 existing cluster 5,150.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_006,A-7_EC006,A-7 existing cluster 6,350.0,38,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_007,A-7_EC007,A-7 existing cluster 7,50.0,37,0.4,521,13702.437570527642,0.0,16717.31141882837,0,0.1568816762277437
EC_A-7_008,A-7_EC008,A-7 existing cluster 8,120.0,22,0.4,269,7680.8397975792905,0.0,3842.593433404471,0,0.06064699232014632
EC_A-7_009,A-7_EC009,A-7 existing cluster 9,250.0,49,0.4,70,2125.2655840588523,0.0,753.9943257620099,0,0.005342930312939412
EC_A-7_010,A-7_EC010,A-7 existing cluster 10,120.0,31,0.4,4,195.32190488593758,0.0,101.61564562629327,0,0.001138168073771206
EC_A-7_011,A-7_EC011,A-7 existing cluster 11,150.0,35,0.4,265,6635.876313119261,0.0,2961.2566090073956,0,0.029377545724279717
EC_A-7_012,A-7_EC012,A-7 existing cluster 12,150.0,36,0.4,94,3559.2030136570197,0.0,1744.791726336787,0,0.016828623903711294
EC_A-7_013,A-7_EC013,A-7 existing cluster 13,150.0,29,0.4,75,2066.692755465814,0.0,981.1306604656046,0,0.011747254076455993
EC_A-7_014,A-7_EC014,A-7 existing cluster 14,150.0,25,0.4,106,1998.994124945138,0.0,909.8758264442406,0,0.012637164256170008
EC_A-7_015,A-7_EC015,A-7 existing cluster 15,120.0,29,0.4,607,16712.0517854856,0.0,8382.065429368755,0,0.10035997879991325
EC_A-7_016,A-7_EC016,A-7 existing cluster 16,150.0,36,0.4,97,3700.810890904658,0.0,1660.5016652779218,0,0.01601564106170835
EC_A-7_017,A-7_EC017,A-7 existing cluster 17,150.0,33,0.4,79,2161.2930402077354,0.0,950.1994828728054,0,0.009997890181742481
EC_A-7_018,A-7_EC018,A-7 existing cluster 18,360.0,57,0.4,556,15035.493888902309,0.0,5604.965456042113,0,0.034143308089925155
EC_A-7_019,A-7_EC019,A-7 existing cluster 19,50.0,44,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_020,A-7_EC020,A-7 existing cluster 20,1000.0,30,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_021,A-7_EC021,A-7 existing cluster 21,250.0,33,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_022,A-7_EC022,A-7 existing cluster 22,350.0,21,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_023,A-7_EC023,A-7 existing cluster 23,350.0,56,0.4,26,1048.703120042,0.0,356.3985679036485,0,0.002209812549005757
EC_A-7_024,A-7_EC024,A-7 existing cluster 24,120.0,68,0.4,137,5460.812157133297,0.0,2751.570919405939,0,0.014050096606443725
EC_A-7_025,A-7_EC025,A-7 existing cluster 25,250.0,40,0.4,796,22108.916819715418,0.0,9124.349437897656,0,0.07920442220397271
EC_A-7_026,A-7_EC026,A-7 existing cluster 26,230.0,36,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_027,A-7_EC027,A-7 existing cluster 27,150.0,23,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_028,A-7_EC028,A-7 existing cluster 28,60.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_029,A-7_EC029,A-7 existing cluster 29,150.0,26,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_030,A-7_EC030,A-7 existing cluster 30,60.0,23,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_031,A-7_EC031,A-7 existing cluster 31,250.0,34,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_032,A-7_EC032,A-7 existing cluster 32,150.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_033,A-7_EC033,A-7 existing cluster 33,60.0,27,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_034,A-7_EC034,A-7 existing cluster 34,250.0,37,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_035,A-7_EC035,A-7 existing cluster 35,98.0,27,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_036,A-7_EC036,A-7 existing cluster 36,150.0,25,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_037,A-7_EC037,A-7 existing cluster 37,100.0,39,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_038,A-7_EC038,A-7 existing cluster 38,100.0,28,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_039,A-7_EC039,A-7 existing cluster 39,100.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7_040,A-7_EC040,A-7 existing cluster 40,100.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_000,A-7S_EC000,A-7S existing cluster 0,30.0,27,0.4,174,4219.9615507852595,0.0,8439.924884690046,0,0.10853812866113743
EC_A-7S_001,A-7S_EC001,A-7S existing cluster 1,250.0,29,0.4,1,38.45833369038097,0.0,10.488636461012991,0,0.00012558233310599846
EC_A-7S_002,A-7S_EC002,A-7S existing cluster 2,175.0,28,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_003,A-7S_EC003,A-7S existing cluster 3,250.0,30,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_004,A-7S_EC004,A-7S existing cluster 4,320.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_005,A-7S_EC005,A-7S existing cluster 5,150.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_006,A-7S_EC006,A-7S existing cluster 6,350.0,38,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_007,A-7S_EC007,A-7S existing cluster 7,50.0,37,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_008,A-7S_EC008,A-7S existing cluster 8,120.0,22,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_009,A-7S_EC009,A-7S existing cluster 9,250.0,49,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_010,A-7S_EC010,A-7S existing cluster 10,120.0,31,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_011,A-7S_EC011,A-7S existing cluster 11,150.0,35,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_012,A-7S_EC012,A-7S existing cluster 12,150.0,36,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_013,A-7S_EC013,A-7S existing cluster 13,150.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_014,A-7S_EC014,A-7S existing cluster 14,150.0,25,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_015,A-7S_EC015,A-7S existing cluster 15,120.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_016,A-7S_EC016,A-7S existing cluster 16,150.0,36,0.4,143,3204.623181767727,0.0,1420.941963079724,0,0.013705072946370795
EC_A-7S_017,A-7S_EC017,A-7S existing cluster 17,150.0,33,0.4,13,408.647987130493,0.0,202.22142150700176,0,0.0021277506471696316
EC_A-7S_018,A-7S_EC018,A-7S existing cluster 18,360.0,57,0.4,48,1333.5840106286444,0.0,598.1064369004325,0,0.0036434358972979564
EC_A-7S_019,A-7S_EC019,A-7S existing cluster 19,50.0,44,0.4,68,2413.295196610282,0.0,2895.9550984860625,0,0.022853181017093296
EC_A-7S_020,A-7S_EC020,A-7S existing cluster 20,1000.0,30,0.4,18,669.3983430152344,0.0,240.65963422930622,0,0.0027854124332095625
EC_A-7S_021,A-7S_EC021,A-7S existing cluster 21,250.0,33,0.4,9,324.15017140047013,0.0,124.49685088166311,0,0.0013099416128121118
EC_A-7S_022,A-7S_EC022,A-7S existing cluster 22,350.0,21,0.4,22,707.2638581694092,0.0,265.778274376066,0,0.0043944820498688164
EC_A-7S_023,A-7S_EC023,A-7S existing cluster 23,350.0,56,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_024,A-7S_EC024,A-7S existing cluster 24,120.0,68,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_025,A-7S_EC025,A-7S existing cluster 25,250.0,40,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_026,A-7S_EC026,A-7S existing cluster 26,230.0,36,0.4,127,3865.3571076562152,0.0,1557.3691397910604,0,0.015020921487182296
EC_A-7S_027,A-7S_EC027,A-7S existing cluster 27,150.0,23,0.4,46,1132.8352200144973,0.0,524.6778243341271,0,0.007920860874609406
EC_A-7S_028,A-7S_EC028,A-7S existing cluster 28,60.0,32,0.4,14,417.80932379573693,0.0,417.80932379573693,0,0.004533521308547493
EC_A-7S_029,A-7S_EC029,A-7S existing cluster 29,150.0,26,0.4,11,371.70901887958354,0.0,168.60878827347264,0,0.0022517199288658203
EC_A-7S_030,A-7S_EC030,A-7S existing cluster 30,60.0,23,0.4,34,1068.3830777256956,0.0,1068.3830777256953,0,0.01612897158402318
EC_A-7S_031,A-7S_EC031,A-7S existing cluster 31,250.0,34,0.4,164,4907.883160873794,0.0,1800.9552317712175,0,0.018392108167598217
EC_A-7S_032,A-7S_EC032,A-7S existing cluster 32,150.0,32,0.4,7,272.17521882342976,0.0,121.62868445660132,0,0.0013197556907183303
EC_A-7S_033,A-7S_EC033,A-7S existing cluster 33,60.0,27,0.4,4,139.60930627840474,0.0,139.60930627840474,0,0.001795387169218168
EC_A-7S_034,A-7S_EC034,A-7S existing cluster 34,250.0,37,0.4,32,968.3728492673907,0.0,374.99239216693854,0,0.0035190727493143634
EC_A-7S_035,A-7S_EC035,A-7S existing cluster 35,98.0,27,0.4,5,153.1393014665525,0.0,93.7587559999301,0,0.0012057453189291422
EC_A-7S_036,A-7S_EC036,A-7S existing cluster 36,150.0,25,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_037,A-7S_EC037,A-7S existing cluster 37,100.0,39,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_038,A-7S_EC038,A-7S existing cluster 38,100.0,28,0.4,1,43.848099130851274,0.0,27.441117543026895,0,0.00034029163619825017
EC_A-7S_039,A-7S_EC039,A-7S existing cluster 39,100.0,29,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-7S_040,A-7S_EC040,A-7S existing cluster 40,100.0,32,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-3_000,A-3_EC000,A-3 existing cluster 0,22.0,37,0.4,347,7687.993219352835,260.2122291348621,20967.25423459863,10,0.19676477322258473
EC_A-3_001,A-3_EC001,A-3 existing cluster 1,100.0,37,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-3_002,A-3_EC002,A-3 existing cluster 2,150.0,19,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-3_003,A-3_EC003,A-3 existing cluster 3,120.0,36,0.4,0,0.0,0.0,0.0,0,0.0
EC_A-3_004,A-3_EC004,A-3 existing cluster 4,100.0,44,0.4,0,0.0,0.0,0.0,0,0.0
