od_pair,total,completed,avg_wait_min,avg_charge_stops,completion_rate_pct
VIT→BIL,310,310,0.04532971153137499,0.43548387096774194,100.0
BIL→VIT,274,274,0.0,0.4233576642335766,100.0
COR→MAL,176,176,2.4640866835847532,1.0113636363636365,100.0
MAL→COR,159,159,3.2624157776792226,0.9748427672955975,100.0
MUR→ALI,157,157,0.0,0.6496815286624203,100.0
JER→CDZ,150,150,0.0,0.28,100.0
STD→PAL,145,145,0.7461030947897112,1.2413793103448276,100.0
ALI→MUR,141,141,0.0,0.6099290780141844,100.0
CDZ→JER,137,137,0.0,0.41605839416058393,100.0
PAL→STD,135,135,0.028100007585316302,1.0592592592592593,100.0
MAL→GRN,125,125,0.7006553859237356,2.128,100.0
ALB→VAL,122,122,0.0,1.319672131147541,100.0
GIJ→OVI,118,118,0.0,0.1016949152542373,100.0
VAL→ALB,116,116,0.0,1.0689655172413792,100.0
OVI→GIJ,111,111,0.0,0.15315315315315314,100.0
VIG→OUR,109,109,0.0,0.7798165137614679,100.0
GRN→MAL,108,108,0.2872445520935579,0.9166666666666666,100.0
MAD→GUA,100,100,0.0,0.28,100.0
BUR→VIT,98,98,0.0,0.6938775510204082,100.0
MAD→ALB,95,84,0.11810419776046681,22.126315789473683,88.4
ACO→SCQ,93,93,0.0,0.46236559139784944,100.0
OUR→VIG,91,91,0.0,0.7582417582417582,100.0
ALG→MAL,91,91,0.0,0.8791208791208791,100.0
MAL→ALG,88,88,0.0,0.9204545454545454,100.0
VIT→BUR,86,86,0.0,0.7325581395348837,100.0
SCQ→ACO,82,82,0.0,0.4878048780487805,100.0
GUA→MAD,78,78,0.0,0.717948717948718,100.0
VIG→SCQ,78,78,0.0,0.6410256410256411,100.0
ALB→MAD,78,78,0.0,1.5769230769230769,100.0
MAD→SEG,75,75,4.663601208656428,0.6933333333333334,100.0
SSB→BIL,72,72,0.0,0.6666666666666666,100.0
TAR→BCN,72,72,0.0,0.75,100.0
VIT→LOG,70,70,0.0,0.8,100.0
